Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Strains,pIC50,potency_label,Representative_pIC50,Flag resistance,Flag Groups,potency_bin,mol_freq,strain_freq,scaffold,umap_cluster
CHEMBL2368245,,,374.48,0.0,4.58,41b,Cc1ccc(O[C@H]2O[C@@H]3O[C@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)cc1,IC50,'=',3.92,nM,8.41,,,UO_0000065,0,CHEMBL4616739,organism-based format,,CHEMBL4616581,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum K1 after 48 hrs by [3H]hypoxanthine incorporation assay,K1,8.41,high_potency,8.41,,,≥7,4,5948,c1ccc(OC2CC3CCCC4CCC5OOC43C(O5)O2)cc1,166
CHEMBL2368168,,,470.53,1.0,5.86,64d,C[C@H]1[C@@H](CCOCc2ccccc2C(F)(F)F)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',3.6,nM,8.44,,,UO_0000065,0,CHEMBL4616750,organism-based format,,CHEMBL4616581,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against chloroquine-sensitivePlasmodium falciparum HB3,HB3,8.44,high_potency,8.615,,,≥7,4,983,c1ccc(COCCC2CC3CCCC4CCC5OOC43C(O2)O5)cc1,201
CHEMBL4639209,,,405.76,1.0,6.03,21,O=c1c2ccc(Cl)cc2[nH]c2cc(Oc3ccc(OC(F)(F)F)cc3)ccc12,IC50,'=',14.0,nM,7.85,,,UO_0000065,0,CHEMBL4606262,organism-based format,,CHEMBL4602727,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug resistant Plasmodium falciparum 7G8 infected in human erythrocytes measured after after 72 hrs by SYBR green dye based fluorescence assay,7G8,7.85,high_potency,7.85,multidrug resistant,MDR,≥7,4,892,O=c1c2ccccc2[nH]c2cc(Oc3ccccc3)ccc12,345
CHEMBL3827282,,,356.64,0.0,3.9,21,N=C(N)c1ccc2[nH]c(Nc3ccc(Cl)c(Cl)c3)nc2c1,IC50,'=',138.0,nM,6.86,,,UO_0000065,0,CHEMBL3829073,organism-based format,,CHEMBL3826916,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against chloroquine and pyrimethamine resistant Plasmodium falciparum K1 infected in human erythrocytes after 48 hrs by [3H]hypoxanthine incorporation assay,K1,6.86,active,6.86,chloroquine and pyrimethamine resistant,"CQR, PYRR",6-7,1,5948,c1ccc(Nc2nc3ccccc3[nH]2)cc1,-1
CHEMBL4644592,,,418.35,1.0,5.47,47,COc1cc(F)c2c(=O)c3ccc(Nc4ccc(OC(F)(F)F)cc4)cc3[nH]c2c1,IC50,'=',0.049,nM,10.31,,,UO_0000065,0,CHEMBL4606260,organism-based format,,CHEMBL4602727,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug resistant Plasmodium falciparum D6 infected in human erythrocytes measured after after 72 hrs by SYBR green dye based fluorescence assay,D6,10.31,high_potency,10.31,multidrug resistant,MDR,≥7,4,2297,O=c1c2ccccc2[nH]c2cc(Nc3ccccc3)ccc12,240
CHEMBL4640006,,,418.35,1.0,5.47,51,COc1cc2[nH]c3cc(Nc4ccccc4OC(F)(F)F)ccc3c(=O)c2cc1F,IC50,'=',1.2,nM,8.92,,,UO_0000065,0,CHEMBL4606260,organism-based format,,CHEMBL4602727,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug resistant Plasmodium falciparum D6 infected in human erythrocytes measured after after 72 hrs by SYBR green dye based fluorescence assay,D6,8.92,high_potency,8.92,multidrug resistant,MDR,≥7,4,2297,O=c1c2ccccc2[nH]c2cc(Nc3ccccc3)ccc12,-1
CHEMBL4890158,,,487.62,1.0,5.13,1720904,Cc1ccccc1C(=O)N(Cc1cccc(F)c1)c1ccc(CC(=O)NCCN2CCCCC2)cc1,IC50,'=',2570.0,nM,5.59,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,5.59,inactive,5.575,,,5-6,3,4725,O=C(Cc1ccc(N(Cc2ccccc2)C(=O)c2ccccc2)cc1)NCCN1CCCCC1,-1
CHEMBL4975421,,,377.44,0.0,4.02,1725080,Cc1nc2cc(NC(=O)[C@@]3(C)CCCN(C(=O)c4ccccc4)C3)ccc2o1,IC50,'=',1580.0,nM,5.8,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,5.8,inactive,6.04,,,5-6,2,4725,O=C(Nc1ccc2ocnc2c1)C1CCCN(C(=O)c2ccccc2)C1,-1
CHEMBL5008263,,,276.31,0.0,1.83,1730345,CN(C)c1noc(CN2CCc3ccc(F)cc3C2)n1,IC50,'=',5010.0,nM,5.3,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,5.3,inactive,5.22,,,5-6,2,4725,c1ccc2c(c1)CCN(Cc1ncno1)C2,108
CHEMBL4898173,,,326.28,0.0,2.08,1692365,C[C@H]1Cc2cc(C(=O)NCc3nc(C(F)(F)F)n[nH]3)ccc2O1,IC50,'=',4270.0,nM,5.37,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,5.37,inactive,5.605,,,5-6,2,4725,O=C(NCc1ncn[nH]1)c1ccc2c(c1)CCO2,-1
CHEMBL170,QUININE,4.0,324.42,0.0,3.17,QN,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,IC50,'=',32.8,nM,7.48,,,UO_0000065,0,CHEMBL901,organism-based format,,CHEMBL1629706,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against Plasmodium falciparum isolate AK033 D-0,AK033 D-0,7.48,active,7.48,,,≥7,271,1,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,16
CHEMBL4995739,,,281.33,0.0,2.31,1743524,CC1CC(C(=O)Nc2[nH]c(=O)ncc2F)CC(C)(C)C1,IC50,'=',2.04,nM,8.69,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,8.69,high_potency,8.48,,,≥7,3,4725,O=C(Nc1ccnc(=O)[nH]1)C1CCCCC1,-1
CHEMBL5023684,,,378.44,0.0,3.97,1669971,N#Cc1cccc(-c2n[nH]c3c2CN(c2ccc(-c4ccccc4)nn2)CC3)c1,IC50,'=',1200.0,nM,5.92,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,5.92,inactive,5.606667,,,5-6,4,4725,c1ccc(-c2ccc(N3CCc4[nH]nc(-c5ccccc5)c4C3)nn2)cc1,327
CHEMBL4898311,,,325.46,0.0,3.66,1771347,Cc1cccc(CN(Cc2cccc(C)n2)C[C@H]2CCCCO2)n1,IC50,'=',229.0,nM,6.64,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,6.64,active,6.146667,,,6-7,5,4725,c1ccc(CN(Cc2ccccn2)CC2CCCCO2)nc1,307
CHEMBL4988153,,,554.58,2.0,4.25,1776079,COc1cc(C(=O)Nc2ccc3sc(NC(=O)c4cc(OC)c(OC)c(OC)c4)nc3n2)cc(OC)c1OC,IC50,'=',263.0,nM,6.58,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,6.58,active,6.016667,,,6-7,4,4725,O=C(Nc1ccc2sc(NC(=O)c3ccccc3)nc2n1)c1ccccc1,-1
CHEMBL4993810,,,518.62,2.0,8.24,1776128,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc(Cl)cc1NC(=O)Nc1ccc(Cl)c(Cl)c1,IC50,'=',2040.0,nM,5.69,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,5.69,inactive,5.443333,,,5-6,4,4725,O=C(Nc1ccccc1)Nc1ccccc1NC(=O)Nc1ccccc1,-1
CHEMBL374508,E-64,,357.41,0.0,-1.46,E-64c,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N,IC50,'=',1940.0,nM,5.71,,,UO_0000065,0,CHEMBL1693387,organism-based format,,CHEMBL1687894,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 infected in human red blood cells assessed as inhibition of ring-stage parasite growth after 48 hrs by flow cytometry,W2,5.71,inactive,5.691667,chloroquine resistant,CQR,5-6,19,5923,C1CO1,-1
CHEMBL2181502,,,345.32,0.0,4.42,13,COc1ccc(-c2cc(-c3ccc(C(F)(F)F)cc3)cnc2N)cn1,IC50,'=',10043.0,nM,5.0,,,UO_0000065,0,CHEMBL2188964,organism-based format,,CHEMBL2177020,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug-sensitive Plasmodium falciparum NF54,NF54,5.0,inactive,5.0,multidrug sensitive,MDS,≤5,2,4725,c1ccc(-c2cncc(-c3cccnc3)c2)cc1,181
CHEMBL2181501,,,361.32,0.0,4.3,12,COc1ccc(-c2cc(-c3ccc(OC(F)(F)F)cc3)cnc2N)cn1,IC50,'=',9285.0,nM,5.03,,,UO_0000065,0,CHEMBL2188964,organism-based format,,CHEMBL2177020,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug-sensitive Plasmodium falciparum NF54,NF54,5.03,inactive,5.03,multidrug sensitive,MDS,5-6,2,4725,c1ccc(-c2cncc(-c3cccnc3)c2)cc1,181
CHEMBL2181476,,,331.38,0.0,3.29,19,COc1ccc(-c2cc(-c3ccc4cnn(C)c4c3)cnc2N)cn1,IC50,'=',3018.0,nM,5.52,,,UO_0000065,0,CHEMBL2188964,organism-based format,,CHEMBL2177020,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug-sensitive Plasmodium falciparum NF54,NF54,5.52,inactive,5.52,multidrug sensitive,MDS,5-6,2,4725,c1cncc(-c2cncc(-c3ccc4cn[nH]c4c3)c2)c1,181
CHEMBL1401717,,,266.26,0.0,2.01,1689455,Oc1ccc(-c2nnc(-c3ccc(O)cc3)nn2)cc1,IC50,'=',1950.0,nM,5.71,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,5.71,inactive,5.416667,,,5-6,4,4725,c1ccc(-c2nnc(-c3ccccc3)nn2)cc1,390
CHEMBL4924783,,,349.36,0.0,3.71,1692222,CN1CCC(n2ncc3[nH]c(-c4ccc(C(F)(F)F)cc4)nc32)CC1,IC50,'=',691.8,nM,6.16,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,6.16,active,5.953333,,,6-7,4,4725,c1ccc(-c2nc3c(cnn3C3CCNCC3)[nH]2)cc1,-1
CHEMBL5013188,,,347.89,1.0,5.62,1701109,Cc1ccc(N(Cc2cccs2)C(=O)c2cccs2)cc1Cl,IC50,'=',3390.0,nM,5.47,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,5.47,inactive,5.246667,,,5-6,4,4725,O=C(c1cccs1)N(Cc1cccs1)c1ccccc1,218
CHEMBL4869115,,,316.37,0.0,4.15,26,Cc1cccc(Nc2nccc(Nc3ccc4cn[nH]c4c3)n2)c1,IC50,'=',3600.0,nM,5.44,,,UO_0000065,0,CHEMBL4811093,organism-based format,Erythrocyte,CHEMBL4808251,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-sensitive plasmodium falciparum 3D7 infected in human erythrocytes assessed as parasite growth inhibition measured after 72 hrs by SYBR green dye based fluorescence analysis,3D7,5.44,inactive,5.44,chloroquine sensitive,CQS,5-6,1,7375,c1ccc(Nc2nccc(Nc3ccc4cn[nH]c4c3)n2)cc1,313
CHEMBL4983088,,,310.44,0.0,4.15,1663741,Cc1ccc(-c2cc(O)cc(CC[C@H]3CCCCN3)c2)c(C)n1,IC50,'=',1860.0,nM,5.73,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,5.73,inactive,5.51,,,5-6,4,4725,c1cncc(-c2cccc(CCC3CCCCN3)c2)c1,202
CHEMBL5014726,,,471.58,0.0,4.99,1706795,Cc1cc(C)cc(-c2cc3nc(C)cc(N4CCC(C(=O)NCc5cccc(F)c5)CC4)n3n2)c1,IC50,'=',1480.0,nM,5.83,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,5.83,inactive,5.6,,,5-6,4,4725,O=C(NCc1ccccc1)C1CCN(c2ccnc3cc(-c4ccccc4)nn23)CC1,-1
CHEMBL4967611,,,366.47,0.0,2.38,1712101,CCc1cccc(NC(=O)N2CCN(C3=CC4=NC[C@H](C)N4C=N3)CC2)c1,IC50,'=',3090.0,nM,5.51,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,5.51,inactive,5.73,,,5-6,3,4725,O=C(Nc1ccccc1)N1CCN(C2=CC3=NCCN3C=N2)CC1,-1
CHEMBL4944437,,,356.38,0.0,1.32,1712613,COc1ccc(CCNC(=O)c2cc3c(=O)[nH]c(C)cn3n2)cc1OC,IC50,'=',1450.0,nM,5.84,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,5.84,inactive,6.09,,,5-6,2,4725,O=C(NCCc1ccccc1)c1cc2c(=O)[nH]ccn2n1,-1
CHEMBL4926046,,,333.44,0.0,4.08,1670497,Oc1cc(CC[C@H]2CCCCN2)cc(-c2cnc3ccccc3n2)c1,IC50,'=',1580.0,nM,5.8,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,5.8,inactive,5.68,,,5-6,4,4725,c1cc(CCC2CCCCN2)cc(-c2cnc3ccccc3n2)c1,-1
CHEMBL5000185,,,307.31,0.0,2.43,1730841,O=C(c1ccc2c(c1)OCO2)N1CCn2c1nc1ccccc12,IC50,'=',1580.0,nM,5.8,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,5.8,inactive,6.045,,,5-6,2,4725,O=C(c1ccc2c(c1)OCO2)N1CCn2c1nc1ccccc12,479
CHEMBL4889055,,,366.42,1.0,5.73,1776159,c1coc(CNc2nc(Nc3cccc4ccccc34)nc3ccccc23)c1,IC50,'=',2820.0,nM,5.55,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,5.55,inactive,5.296667,,,5-6,4,4725,c1coc(CNc2nc(Nc3cccc4ccccc34)nc3ccccc23)c1,-1
CHEMBL4948633,,,567.07,2.0,6.57,1776176,O=C(Nc1c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc2n1CCc1ccccc1)c1ccc(Cl)cc1,IC50,'=',1100.0,nM,5.96,,,UO_0000065,0,CHEMBL4888488,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 72h",NF54,5.96,inactive,5.71,,,5-6,4,4725,O=C(Nc1c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc2n1CCc1ccccc1)c1ccccc1,197
CHEMBL2181491,,,355.42,0.0,2.8,1a,COc1ccc(-c2cc(-c3cccc(S(C)(=O)=O)c3)cnc2N)cn1,IC50,'=',2102.0,nM,5.68,,,UO_0000065,0,CHEMBL2188964,organism-based format,,CHEMBL2177020,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug-sensitive Plasmodium falciparum NF54,NF54,5.68,inactive,5.68,multidrug sensitive,MDS,5-6,2,4725,c1ccc(-c2cncc(-c3cccnc3)c2)cc1,181
CHEMBL2181505,,,343.39,0.0,3.59,16,COc1ccc(-c2cc(-c3ccc(-n4cccn4)cc3)cnc2N)cn1,IC50,'=',2050.0,nM,5.69,,,UO_0000065,0,CHEMBL2188964,organism-based format,,CHEMBL2177020,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug-sensitive Plasmodium falciparum NF54,NF54,5.69,inactive,5.69,multidrug sensitive,MDS,5-6,2,4725,c1cncc(-c2cncc(-c3ccc(-n4cccn4)cc3)c2)c1,181
CHEMBL2181484,,,433.51,0.0,2.46,26,COc1ccc(-c2cc(-c3ccc(C(=O)NCCN4CCOCC4)cc3)cnc2N)cn1,IC50,'=',328.0,nM,6.48,,,UO_0000065,0,CHEMBL2188964,organism-based format,,CHEMBL2177020,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug-sensitive Plasmodium falciparum NF54,NF54,6.48,active,6.48,multidrug sensitive,MDS,6-7,2,4725,O=C(NCCN1CCOCC1)c1ccc(-c2cncc(-c3cccnc3)c2)cc1,181
CHEMBL2181495,,,396.47,0.0,2.84,6,COc1ccc(-c2cc(-c3ccc(S(=O)(=O)NC4CC4)cc3)cnc2N)cn1,IC50,'=',111.0,nM,6.96,,,UO_0000065,0,CHEMBL2188964,organism-based format,,CHEMBL2177020,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug-sensitive Plasmodium falciparum NF54,NF54,6.95,active,6.95,multidrug sensitive,MDS,6-7,2,4725,O=S(=O)(NC1CC1)c1ccc(-c2cncc(-c3cccnc3)c2)cc1,181
CHEMBL2181499,,,373.41,0.0,2.94,10,COc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)c(F)c3)cnc2N)cn1,IC50,'=',107.0,nM,6.97,,,UO_0000065,0,CHEMBL2188966,organism-based format,,CHEMBL2177020,1,Scientific Literature,J Med Chem,,Antimalarial activity against multidrug-resistant Plasmodium falciparum K1,K1,6.97,active,6.97,multidrug resistant,MDR,6-7,2,5948,c1ccc(-c2cncc(-c3cccnc3)c2)cc1,181
CHEMBL4942806,,,546.67,1.0,3.24,1680405,CCc1cc(N2C[C@@H]3NC(=O)CN(C)Cc4ccc(OC)c(c4)Oc4cccc(c4)CO[C@H]3C2)nc(N(C)C)n1,IC50,'=',4790.0,nM,5.32,,,UO_0000065,0,CHEMBL4888491,organism-based format,Erythrocyte,CHEMBL4888484,60, Malaria Hit Generation Library,,CHEMBL3833281,"Hit confirmation in dose-response curve in NF54 nanoGlo assay, at 12h",NF54,5.32,inactive,5.49,,,5-6,4,4725,O=C1CNCc2cccc(c2)Oc2cccc(c2)COC2CN(c3ccncn3)CC2N1,437
CHEMBL2333011,,,544.1,2.0,6.01,17,COc1cc(/C=C2\SC(=S)N(CCCCNc3ccnc4cc(Cl)ccc34)C2=O)cc(OC)c1OC,IC50,'=',70.1,nM,7.15,,,UO_0000065,0,CHEMBL2345690,organism-based format,,CHEMBL2331443,1,Scientific Literature,Eur J Med Chem,,Antimalarial activity against Plasmodium falciparum K1 assessed as parasite growth inhibition after 72 hrs by MSF assay,K1,7.15,active,7.15,,,≥7,3,5948,O=C1C(=Cc2ccccc2)SC(=S)N1CCCCNc1ccnc2ccccc12,343
CHEMBL2334029,,,573.78,1.0,3.48,52b,CCN(CC)Cc1cc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2ccc(N3CCN(C)CC3)cc2)ccc1O,IC50,'=',314.0,nM,6.5,,,UO_0000065,0,CHEMBL2342739,organism-based format,,CHEMBL2331413,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum NF54 infected in RBC after 48 hrs by [3H]hypoxanthine incorporation assay in presence of 0.5 % albumax,NF54,6.5,active,6.5375,chloroquine sensitive,CQS,6-7,4,4725,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1ccc(N2CCNCC2)cc1,112
CHEMBL2334367,,,494.64,0.0,4.9,49r,C[C@@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(N(C)c2ccncc2)cc1)c1ccccc1,IC50,'=',27.0,nM,7.57,,,UO_0000065,0,CHEMBL2342739,organism-based format,,CHEMBL2331413,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum NF54 infected in RBC after 48 hrs by [3H]hypoxanthine incorporation assay in presence of 0.5 % albumax,NF54,7.57,high_potency,7.3275,chloroquine sensitive,CQS,≥7,6,4725,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1ccc(Nc2ccncc2)cc1,149
CHEMBL2334037,,,608.83,2.0,6.81,55b,CCCN(CCC)Cc1cc(Nc2ccc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN[C@H](C)c3ccccc3)cc2)ccc1O,IC50,'=',77.0,nM,7.11,,,UO_0000065,0,CHEMBL2342740,organism-based format,,CHEMBL2331413,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum NF54 infected in RBC after 24 hrs by [3H]hypoxanthine incorporation assay in presence of 0.5 % albumax,NF54,7.11,active,7.7475,chloroquine sensitive,CQS,≥7,6,4725,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1ccc(Nc2ccccc2)cc1,112
CHEMBL2334370,,,615.86,1.0,4.82,51b,CCCN(CCC)Cc1cc(C(C)NC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2ccc(N3CCN(C)CC3)cc2)ccc1O,IC50,'=',90.0,nM,7.05,,,UO_0000065,0,CHEMBL2342740,organism-based format,,CHEMBL2331413,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum NF54 infected in RBC after 24 hrs by [3H]hypoxanthine incorporation assay in presence of 0.5 % albumax,NF54,7.05,active,7.1075,chloroquine sensitive,CQS,≥7,4,4725,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1ccc(N2CCNCC2)cc1,112
CHEMBL2334368,,,669.96,2.0,5.78,50a,CCCN(CCC)Cc1cc(C2CCC(NC[C@@H](O)[C@H](Cc3ccccc3)NC(=O)c3ccc(N4CCN(C)CC4)cc3)CC2)ccc1O,IC50,'=',20.0,nM,7.7,,,UO_0000065,0,CHEMBL2342740,organism-based format,,CHEMBL2331413,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum NF54 infected in RBC after 24 hrs by [3H]hypoxanthine incorporation assay in presence of 0.5 % albumax,NF54,7.7,high_potency,7.713333,chloroquine sensitive,CQS,≥7,3,4725,O=C(NC(CCNC1CCC(c2ccccc2)CC1)Cc1ccccc1)c1ccc(N2CCNCC2)cc1,112
CHEMBL2334057,,,494.64,1.0,5.19,49p,Cc1cc(Nc2ccc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN[C@H](C)c3ccccc3)cc2)ccn1,IC50,'=',173.0,nM,6.76,,,UO_0000065,0,CHEMBL2342740,organism-based format,,CHEMBL2331413,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum NF54 infected in RBC after 24 hrs by [3H]hypoxanthine incorporation assay in presence of 0.5 % albumax,NF54,6.76,active,7.436667,chloroquine sensitive,CQS,6-7,5,4725,O=C(NC(CCNCc1ccccc1)Cc1ccccc1)c1ccc(Nc2ccncc2)cc1,149
CHEMBL1689608,,,287.36,0.0,1.73,"7f, 3:1 Z/ERatio",CC(C)CCNC(=O)CNC=C1C(=O)Nc2ccccc21,IC50,'=',26660.0,nM,4.57,,,UO_0000065,0,CHEMBL1693387,organism-based format,,CHEMBL1687894,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 infected in human red blood cells assessed as inhibition of ring-stage parasite growth after 48 hrs by flow cytometry,W2,4.57,inactive,4.57,chloroquine resistant,CQR,≤5,1,5923,C=C1C(=O)Nc2ccccc21,-1
CHEMBL2374211,,,332.48,0.0,4.1,"13a/13b, 3:1 mixture",COC(=O)[C@]1(C)CCC[C@@]2(C)C3=CC[C@H]4C[C@@]3(CC[C@H]12)CC4CO,IC50,'=',33100.0,nM,4.48,,,UO_0000065,0,CHEMBL2342603,organism-based format,,CHEMBL2331420,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum W2 infected in human erythrocytes assessed as inhibition of parasite growth after 24 hrs by [3H]hypoxanthine incorporation assay,W2,4.48,inactive,4.48,chloroquine resistant,CQR,≤5,1,5923,C1=C2C3CCCCC3CCC23CCC(C1)C3,-1
CHEMBL170,QUININE,4.0,324.42,0.0,3.17,QN,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,IC50,'=',490.0,nM,6.31,,,UO_0000065,0,CHEMBL1676978,organism-based format,,CHEMBL1671726,1,Scientific Literature,Antimicrob Agents Chemother,,"Antimicrobial activity against Plasmodium falciparum F09N33 harboring pfnhe1 ms4760 haplotype 7 carrying 3 copies of DNNND and 1 copy of NHNDNHNNDDD repeats, pfmdr1 86N 184Y 1034S 1042N 1246D and pfcrt 72-76 CVIET 220S infected in human erythrocytes after 72 hrs by SYBR green I-based fluorescence assay",F09N33,6.31,active,6.31,,,6-7,271,1,c1ccc2c(CC3CC4CCN3CC4)ccnc2c1,16
