,Molecule_ChEMBL_ID,Molecule_Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard_Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Potential Duplicate,Assay ChEMBL ID,BAO Label,Assay Cell Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Cell ChEMBL ID,Assay Description,Strains,pIC50,potency_label,Representative_pIC50,Flag resistance,Flag Groups,potency_bin,mol_freq,strain_freq,strain_norm
29676,CHEMBL5419323,,,546.84,2.0,6.05,31b,O=C(Nc1ccc([C@@H]2[C@H](Oc3ccc(Cl)cc3Cl)C(=O)N2c2ccc(Cl)cc2)cc1)N1CCOCC1,IC50,'=',26000.0,nM,4.58,,,UO_0000065,0,CHEMBL5352865,organism-based format,,CHEMBL5352391,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine resistant Plasmodium falciparum K14 assessed as inhibition of parasite growth incubated for 48 hrs by [3H]-hypoxanthine incorporation based microbeta scintillation counting method,K14,4.59,inactive,4.59,chloroquine resistant,CQR,<=5.0,1,41,K14
29678,CHEMBL5421475,,,384.46,0.0,2.54,T3,O=C(CN1CCOCC1)Nc1nnc(COc2ccc3ccccc3c2)s1,IC50,'=',10690.0,nM,4.97,,,UO_0000065,0,CHEMBL5358811,organism-based format,,CHEMBL5356991,1,Scientific Literature,RSC Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum NF54 assessed as parasite growth inhibition incubated for 72 hrs by Malstat reagent based LDH assay,NF54,4.97,inactive,4.97,chloroquine sensitive,CQS,<=5.0,1,4725,NF54
29679,CHEMBL518167,,,452.6,1.0,5.82,11b,O=C(OC1CC2(N3CCCC3)CC(c3ccccc3)C1C(c1ccccc1)C2)c1ccncc1,IC50,'=',4490.0,nM,5.35,,,UO_0000065,0,CHEMBL973272,organism-based format,,CHEMBL1149817,1,Scientific Literature,Eur J Med Chem,,Antiprotozoal activity against chloroquine and pyrimethamine-resistant Plasmodium falciparum K1,K1,5.35,inactive,5.71,chloroquine and pyrimethamine resistant,"CQR, PYRR",5.0-6.0,2,5948,K1
29680,CHEMBL459437,,,486.06,1.0,7.08,9b,O=C(OC1CC2(N3CCCC3)CC(c3ccccc3)C1C(c1ccccc1)C2)c1ccc(Cl)cc1,IC50,'=',760.0,nM,6.12,,,UO_0000065,0,CHEMBL973272,organism-based format,,CHEMBL1149817,1,Scientific Literature,Eur J Med Chem,,Antiprotozoal activity against chloroquine and pyrimethamine-resistant Plasmodium falciparum K1,K1,6.12,active,6.225,chloroquine and pyrimethamine resistant,"CQR, PYRR",6.0-7.5,2,5948,K1
29681,CHEMBL2071264,,,561.63,1.0,1.95,9,Cc1cn([C@H]2C[C@H](NC(=O)CC3CCC4(CC3)OOC3(OO4)C4CC5CC(C4)CC3C5)[C@@H](CO)O2)c(=O)[nH]c1=O,IC50,'=',220.0,nM,6.66,,,UO_0000065,0,CHEMBL2072871,organism-based format,,CHEMBL2069294,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against Plasmodium falciparum 3D7 ring stage cells assessed as reduction parasitemia by Malstat assay,3D7,6.66,active,6.66,,,6.0-7.5,2,7375,3D7
29682,CHEMBL2071262,,,533.58,1.0,3.04,7,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO[C@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)O2)c(=O)[nH]c1=O,IC50,'=',10.0,nM,8.0,,,UO_0000065,0,CHEMBL2072872,organism-based format,,CHEMBL2069294,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against drug resistant Plasmodium falciparum Dd2 ring stage cells assessed as reduction parasitemia by Malstat assay,Dd2,8.0,high_potency,8.0,drug resistant,MDR,>=7.5,2,3864,Dd2
29683,CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',0.03,nM,10.52,,,UO_0000065,0,CHEMBL1042244,organism-based format,,CHEMBL1154149,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in type B+ human erythrocytes assessed as inhibition of parasitemia after 48 hrs by Giemsa staining,3D7,10.52,high_potency,7.721176,chloroquine sensitive,CQS,>=7.5,1556,7375,3D7
29684,CHEMBL2063015,,,628.51,2.0,8.32,14,COc1cc(OC)c(OC)cc1/C=C(\Oc1ccc(/C=N/Nc2ccnc3cc(Cl)ccc23)cc1)C(=O)c1ccc(Cl)cc1,IC50,'=',90.49,nM,7.04,,,UO_0000065,0,CHEMBL2066757,organism-based format,,CHEMBL2062381,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-susceptible Plasmodium falciparum 3D7 after 72 hrs by SYBR Green-I based fluorescence assay,3D7,7.04,active,7.04,chloroquine susceptible,CQS,6.0-7.5,2,7375,3D7
29686,CHEMBL4527662,,,614.79,2.0,6.62,43,COc1cc2c(NC3CCN(Cc4ccccc4)CC3)nc(N3CCN(c4ccccc4)CC3)nc2cc1OCc1ccccc1,IC50,'=',81.3,nM,7.09,,,UO_0000065,0,CHEMBL4327289,organism-based format,,CHEMBL4325862,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against Plasmodium falciparum Dd2 infected in human erythrocytes assessed as reduction in [3H]-hypoxanthine incorporation measured after 48 hrs by microbeta liquid scintillation counting method,Dd2,7.09,active,7.09,,,6.0-7.5,3,3864,Dd2
29687,CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',42.0,nM,7.38,,,UO_0000065,0,CHEMBL1069900,organism-based format,,CHEMBL1153115,1,Scientific Literature,Bioorg Med Chem Lett,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum D6 by LDH release assay,D6,7.38,active,7.696122,chloroquine sensitive,CQS,6.0-7.5,1556,2297,D6
29688,CHEMBL445526,,,622.75,3.0,5.0,4,C[C@H]1[C@@H](OCC(=O)CO[C@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',5.3,nM,8.28,,,UO_0000065,0,CHEMBL1070699,organism-based format,,CHEMBL1153083,1,Scientific Literature,Bioorg Med Chem,,Antiplasmodial activity against Plasmodium falciparum D6 infected in RBCs by parasitic LDH release assay,D6,8.28,high_potency,7.12,,,>=7.5,4,2297,D6
29689,CHEMBL3617666,,,572.07,2.0,5.8,7f,CCOc1cccc2c1OC(NC)=C([N+](=O)[O-])C2c1ccc(N2CCN(c3ccnc4cc(Cl)ccc34)CC2)cc1,IC50,'=',2930.0,nM,5.53,,,UO_0000065,0,CHEMBL3619345,organism-based format,,CHEMBL3616449,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 incubated for 72 hrs by SYBR Green 1 assay,3D7,5.53,inactive,5.53,chloroquine sensitive,CQS,5.0-6.0,2,7375,3D7
29690,CHEMBL1172098,LABDANEDIOL,,310.52,0.0,4.78,9,C[C@H](CCO)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O,IC50,'=',22200.0,nM,4.65,,,UO_0000065,0,CHEMBL4321503,organism-based format,,CHEMBL4316632,1,Scientific Literature,J Nat Prod,,Antiplasmodial activity against Plasmodium falciparum 3D7 assessed as reduction in parasite viability incubated for 48 hrs by APAD colorimetric test,3D7,4.65,inactive,4.65,,,<=5.0,1,7375,3D7
29691,CHEMBL269671,,,282.34,0.0,2.39,artemisinin,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,IC50,'=',49.4,nM,7.31,,,UO_0000065,0,CHEMBL889139,organism-based format,,CHEMBL1145364,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against Plasmodium falciparum 3D7 after 48 hrs by pLDH assay,3D7,7.31,active,7.9,,,6.0-7.5,437,7375,3D7
29692,CHEMBL36,PYRIMETHAMINE,4.0,248.72,0.0,2.52,Pyrimethamine,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,IC50,'=',467.34,nM,6.33,,,UO_0000065,0,CHEMBL1676412,organism-based format,,CHEMBL1671704,1,Scientific Literature,Antimicrob Agents Chemother,,"Antimalarial activity against Plasmodium falciparum D6 harboring Plasmodium vivax DHFR F57L, S58R, T61M, S117T mutant infected in RBCs assessed as inhibition of [3H]hypoxanthine incorporation after 72 hrs",D6,6.33,active,8.125,,,6.0-7.5,105,2297,D6
29693,CHEMBL2088683,,,382.47,0.0,2.41,4.12f,COc1ccc2nccc(C(c3nnnn3C(C)(C)C)N3CCOCC3)c2c1,IC50,'=',980.0,nM,6.01,,,UO_0000065,0,CHEMBL2090612,organism-based format,,CHEMBL2086295,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial against chloroquine-sensitive Plasmodium falciparum 3D7 assessed as inhibition of [3H]hypoxanthine incorporation after 24 hrs by scintillation counting,3D7,6.01,active,6.01,chloroquine sensitive,CQS,6.0-7.5,2,7375,3D7
29694,CHEMBL269671,,,282.34,0.0,2.39,Artemisinin,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,IC50,'=',13.5,nM,7.87,,,UO_0000065,0,CHEMBL1637017,organism-based format,,CHEMBL1629606,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum Dd2,Dd2,7.87,high_potency,8.017647,,,>=7.5,437,3864,Dd2
29695,CHEMBL269671,,,282.34,0.0,2.39,Artemisinin,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,IC50,'=',12.2,nM,7.91,,,UO_0000065,0,CHEMBL1637020,organism-based format,,CHEMBL1629606,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against Plasmodium falciparum FcM29,FcM29,7.91,high_potency,8.101667,,,>=7.5,437,163,FcM29
29696,CHEMBL4542733,,,319.34,0.0,3.58,4c,O=c1cc(-c2cnn(Cc3ccc(F)cc3)c2)[nH]c2ccccc12,IC50,'=',160.0,nM,6.8,,,UO_0000065,0,CHEMBL4329884,organism-based format,,CHEMBL4325926,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 3D7 measured after 48 hrs by SYBR green1 dye based fluorescence assay,3D7,6.8,active,6.8,chloroquine sensitive,CQS,6.0-7.5,1,7375,3D7
29698,CHEMBL278847,,,248.72,0.0,2.52,P30,CCc1nc(N)nc(N)c1-c1cccc(Cl)c1,IC50,'=',1310.0,nM,5.88,,,UO_0000065,0,CHEMBL4329981,organism-based format,,CHEMBL4325930,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against Plasmodium falciparum K1CB1 harboring DHFR NRNI haplotype C59R/S108N double mutant,K1CB1,5.88,inactive,5.88,,,5.0-6.0,10,55,K1CB1
29699,CHEMBL4545662,,,450.49,0.0,3.92,6a,Cc1c(CCO)sc[n+]1CCCCCCCCCCCC/C(N)=N/O,IC50,'=',240.0,nM,6.62,,,UO_0000065,0,CHEMBL4349883,organism-based format,,CHEMBL4346733,1,Scientific Literature,Bioorg Med Chem Lett,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum Nigerian infected in human blood after 48 hrs by [3H]-hypoxanthine incorporation assay,Nigerian,6.62,active,6.62,chloroquine sensitive,CQS,6.0-7.5,1,187,Nigerian
29700,CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,CQ,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',102.0,nM,6.99,,,UO_0000065,0,CHEMBL766043,organism-based format,,CHEMBL1133105,1,Scientific Literature,J Med Chem,,Inhibition of Plasmodium falciparum FCR3,FcR3,6.99,active,7.024,,,6.0-7.5,1556,436,FcR3
29701,CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,CQ,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',216.0,nM,6.67,,,UO_0000065,0,CHEMBL766039,organism-based format,,CHEMBL1133105,1,Scientific Literature,J Med Chem,,Inhibition of Plasmodium falciparum FCM29,FcM29,6.67,active,6.536111,,,6.0-7.5,1556,163,FcM29
29702,CHEMBL61559,,,311.38,0.0,3.67,103,COc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(OC)c1,IC50,'=',55300.0,nM,4.26,,,UO_0000065,0,CHEMBL880957,organism-based format,,CHEMBL1134841,1,Scientific Literature,J Med Chem,,Inhibition of [3H]hypoxanthine incorporation in Plasmodium falciparum K1,K1,4.26,inactive,4.205,,,<=5.0,2,5948,K1
29703,CHEMBL5078930,,,609.51,2.0,6.96,21,O=C1N[C@@H](Cc2ccc(OCc3ccccc3)cc2)c2nc3cc(Cl)c(Cl)cc3c(=O)n2[C@@H]1Cc1c[nH]c2ccccc12,IC50,'=',4000.0,nM,5.4,,,UO_0000065,0,CHEMBL5038335,organism-based format,,CHEMBL5036370,1,Scientific Literature,ACS Med Chem Lett,,Antimalarial activity against CQ-sensitive Plasmodium falciparum 3D7 assessed as parasite growth inhibition incubated for 48 hrs by SYBR Green I dye based fluorescence assay,3D7,5.4,inactive,5.4,cq sensitive,CQS,5.0-6.0,1,7375,3D7
29704,CHEMBL4545990,,,455.44,0.0,4.7,17,FC(F)(F)c1cccc(Nc2cc3[nH]c(Nc4ccc(N5CCOCC5)cn4)nc3cn2)c1,IC50,'=',77.0,nM,7.11,,,UO_0000065,0,CHEMBL4310137,organism-based format,,CHEMBL4308849,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against Plasmodium falciparum K1 after 48 hrs by lactate dehydrogenase assay,K1,7.11,active,7.11,,,6.0-7.5,2,5948,K1
29705,CHEMBL170,QUININE,4.0,324.42,0.0,3.17,QN,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,IC50,'=',270.2,nM,6.57,,,UO_0000065,0,CHEMBL748,organism-based format,,CHEMBL1629706,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against Plasmodium falciparum isolate AK121,AK121,6.57,active,6.57,,,6.0-7.5,271,1,AK121
29706,CHEMBL170,QUININE,4.0,324.42,0.0,3.17,QN,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,IC50,'=',207.7,nM,6.68,,,UO_0000065,0,CHEMBL744,organism-based format,,CHEMBL1629706,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against Plasmodium falciparum isolate AK152 D-56,AK152 D-56,6.68,active,6.68,,,6.0-7.5,271,1,AK152
29707,CHEMBL170,QUININE,4.0,324.42,0.0,3.17,QN,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,IC50,'=',41.5,nM,7.38,,,UO_0000065,0,CHEMBL899,organism-based format,,CHEMBL1629706,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against Plasmodium falciparum isolate 9070,9070,7.38,active,7.38,,,6.0-7.5,271,1,9070
29708,CHEMBL170,QUININE,4.0,324.42,0.0,3.17,QN,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,IC50,'=',35.9,nM,7.45,,,UO_0000065,0,CHEMBL900,organism-based format,,CHEMBL1629706,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against Plasmodium falciparum isolate 8977,8977,7.44,active,7.44,,,6.0-7.5,271,1,8977
29709,CHEMBL170,QUININE,4.0,324.42,0.0,3.17,QN,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,IC50,'=',288.0,nM,6.54,,,UO_0000065,0,CHEMBL1676358,organism-based format,,CHEMBL1671726,1,Scientific Literature,Antimicrob Agents Chemother,,"Antimicrobial activity against Plasmodium falciparum F09N68 harboring pfnhe1 ms4760 haplotype 6 carrying 2 copies of DNNND and 1 copy of NHNDNHNNDDD repeats, pfmdr1 86N 184F 1034S 1042N 1246D and pfcrt 72-76 CVIET 220S infected in human erythrocytes after 72 hrs by SYBR green I-based fluorescence assay",F09N68,6.54,active,6.54,,,6.0-7.5,271,1,F09N68
29710,CHEMBL2322983,,,469.62,0.0,4.88,2; OZ439,c1cc(C2CCC3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)ccc1OCCN1CCOCC1,IC50,'=',8.0,nM,8.1,,,UO_0000065,0,CHEMBL4123444,organism-based format,,CHEMBL4118195,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7 infected in human erythrocytes after 48 hrs by SYBR Green I dye-based fluorescence assay,3D7,8.1,high_potency,8.1,,,>=7.5,1,7375,3D7
29711,CHEMBL4163981,,,461.57,0.0,4.26,4b,COc1cc(NC(C)CCCNC(=O)NNC(=O)/C(C)=C/c2ccccc2)c2ncccc2c1,IC50,'=',22900.0,nM,4.64,,,UO_0000065,0,CHEMBL4148161,organism-based format,,CHEMBL4145525,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against erythrocytic stage of Plasmodium falciparum NF54 assessed as reduction in [3H]hypoxanthine incorporation after 48 hrs by liquid scintillation counting method,NF54,4.64,inactive,4.64,,,<=5.0,1,4725,NF54
29712,CHEMBL559800,,,360.46,0.0,2.51,2b,COc1cc(NC(C)CCCNC(=O)NCCCO)c2ncccc2c1,IC50,'=',52400.0,nM,4.28,,,UO_0000065,0,CHEMBL4148161,organism-based format,,CHEMBL4145525,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against erythrocytic stage of Plasmodium falciparum NF54 assessed as reduction in [3H]hypoxanthine incorporation after 48 hrs by liquid scintillation counting method,NF54,4.28,inactive,4.28,,,<=5.0,1,4725,NF54
29713,CHEMBL4172699,,,479.58,0.0,4.68,1e,COc1cc(NC(C)CCCNC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)c2ncccc2c1,IC50,'=',8100.0,nM,5.09,,,UO_0000065,0,CHEMBL4148161,organism-based format,,CHEMBL4145525,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against erythrocytic stage of Plasmodium falciparum NF54 assessed as reduction in [3H]hypoxanthine incorporation after 48 hrs by liquid scintillation counting method,NF54,5.09,inactive,5.09,,,5.0-6.0,1,4725,NF54
29714,CHEMBL487720,,,458.57,0.0,4.11,simvastatin sodium salt,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21,IC50,'=',69800.0,nM,4.16,,,UO_0000065,0,CHEMBL960522,organism-based format,,CHEMBL1157377,1,Scientific Literature,Antimicrob Agents Chemother,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7,3D7,4.16,inactive,4.16,chloroquine sensitive,CQS,<=5.0,6,7375,3D7
29716,CHEMBL1630,AMODIAQUINE HYDROCHLORIDE,,392.33,1.0,5.18,"AQ, amodiaquine",CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,IC50,'=',17.48,nM,7.76,,,UO_0000065,0,CHEMBL952990,organism-based format,,CHEMBL1143854,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum 106/1,106/1,7.76,high_potency,7.76,chloroquine sensitive,CQS,>=7.5,75,21,106
29717,CHEMBL1235,DESETHYL AMODIAQUINE,,327.82,0.0,4.45,DEAQ,CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,IC50,'=',23.0,nM,7.64,,,UO_0000065,0,CHEMBL1667140,organism-based format,,CHEMBL1649448,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against Plasmodium falciparum W2 assessed as incorporation of [3H]hypoxanthine after 48 hrs by scintillation counter,W2,7.64,high_potency,6.891429,,,>=7.5,70,5923,W2
29718,CHEMBL1235,DESETHYL AMODIAQUINE,,327.82,0.0,4.45,DEAQ,CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,IC50,'=',23.0,nM,7.64,,,UO_0000065,0,CHEMBL1667144,organism-based format,,CHEMBL1649448,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against Plasmodium falciparum PA assessed as incorporation of [3H]hypoxanthine after 48 hrs by scintillation counter,PA,7.64,high_potency,7.233333,,,>=7.5,70,30,PA
29719,CHEMBL1235,DESETHYL AMODIAQUINE,,327.82,0.0,4.45,DEAQ,CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,IC50,'=',23.0,nM,7.64,,,UO_0000065,0,CHEMBL1667145,organism-based format,,CHEMBL1649448,1,Scientific Literature,Antimicrob Agents Chemother,,Antimalarial activity against Plasmodium falciparum HB3 assessed as incorporation of [3H]hypoxanthine after 48 hrs by scintillation counter,HB3,7.64,high_potency,7.7525,,,>=7.5,70,983,HB3
29720,CHEMBL3338022,,,331.38,0.0,3.43,51,Cc1cccc(C)c1Nc1nc(N)nc(Nc2ccc(C#N)cc2)n1,IC50,'=',6620.0,nM,5.18,,,UO_0000065,0,CHEMBL4143004,organism-based format,,CHEMBL4138212,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum K1 infected in human O-positive erythrocytes assessed as decrease in parasitaemia after 72 hrs by NBT dye-based spectrophotometric method,K1,5.18,inactive,5.18,chloroquine resistant,CQR,5.0-6.0,2,5948,K1
29721,CHEMBL375182,,,346.52,0.0,4.54,1b,c1ccc(C2CC3(N4CCCC4)CCNC2C(c2ccccc2)C3)cc1,IC50,'=',560.0,nM,6.25,,,UO_0000065,0,CHEMBL1045775,organism-based format,,CHEMBL1154680,1,Scientific Literature,Eur J Med Chem,,Antiplasmodial activity against chloroquine and pyrimethamine-resistant Plasmodium falciparum K1 by microplate assay,K1,6.25,active,6.25,chloroquine and pyrimethamine resistant,"CQR, PYRR",6.0-7.5,3,5948,K1
29723,CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',442.6,nM,6.35,,,UO_0000065,0,CHEMBL1112749,organism-based format,,CHEMBL1157095,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-susceptible Plasmodium falciparum Bres infected in human erythrocytes assessed as inhibition of [3H]hypoxanthine uptake after 48 hrs,BRES,6.35,active,6.35,chloroquine susceptible,CQS,6.0-7.5,1556,6,BRES
29724,CHEMBL216926,,,278.78,0.0,3.61,11,CCN(CC)CCOc1ccnc2cc(Cl)ccc12,IC50,'=',5290.0,nM,5.28,,,UO_0000065,0,CHEMBL954849,organism-based format,,CHEMBL1150767,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum GCO3 after 72 hrs by SYBR green assay,GCO3,5.28,inactive,5.28,chloroquine sensitive,CQS,5.0-6.0,4,66,GCO3
29725,CHEMBL180239,CURCUMIN PYRAZOLE,,364.4,0.0,4.18,"3, curcumin pyrazole",COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)[nH]n2)ccc1O,IC50,'=',480.0,nM,6.32,,,UO_0000065,0,CHEMBL923044,organism-based format,,CHEMBL1143955,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against chloroquine-sensitive Plasmodium falciparum FCK2,FCK2,6.32,active,6.32,chloroquine sensitive,CQS,6.0-7.5,2,40,FCK2
29726,CHEMBL539632,,,856.87,2.0,15.09,5f,CCCCC[P+](CCCCC)(CCCCC)Cc1ccc(C(=O)c2ccc(C[P+](CCCCC)(CCCCC)CCCCC)cc2)cc1,IC50,'=',53.0,nM,7.28,,,UO_0000065,0,CHEMBL933420,organism-based format,,CHEMBL1141653,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against Plasmodium falciparum K1 in [3H]hypoxanthine incorporation assay,K1,7.28,active,7.28,,,6.0-7.5,1,5948,K1
29727,CHEMBL416956,MEFLOQUINE,4.0,378.32,0.0,4.45,mefloquine,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,IC50,'=',46.0,nM,7.34,,,UO_0000065,0,CHEMBL999097,organism-based format,,CHEMBL1150413,1,Scientific Literature,J Med Chem,,Antimalarial activity against Plasmodium falciparum TM90C2A by hypoxanthine uptake,TM90-C2A,7.34,active,7.34,,,6.0-7.5,129,52,TM90-C2A
29728,CHEMBL76,CHLOROQUINE,4.0,319.88,0.0,4.81,CQ,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IC50,'=',170.0,nM,6.77,,,UO_0000065,0,CHEMBL928293,organism-based format,,CHEMBL1144696,1,Scientific Literature,J Med Chem,,Antiplasmodial activity against chloroquine-resistant Plasmodium falciparum FCB after 72 hrs by SYBR green 1 assay,FCB,6.77,active,6.785,chloroquine resistant,CQR,6.0-7.5,1556,56,FCB
29729,CHEMBL3305956,,,266.35,0.0,0.73,7a,Cc1ncc(C[n+]2csc(CCO)c2C)c(O)n1,IC50,'=',11000.0,nM,4.96,,,UO_0000065,0,CHEMBL5260401,organism-based format,Erythrocyte,CHEMBL5257137,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocyte assessed as inhibition of parasite proliferation in thiamine free medium by SYBR-Safe assay,3D7,4.96,inactive,5.066667,chloroquine sensitive,CQS,<=5.0,3,7375,3D7
29730,CHEMBL5290932,,,305.34,0.0,0.23,24c,Cc1ncc(Cn2cc(CCCCC(=O)NO)nn2)c(N)n1,IC50,'=',3000.0,nM,5.52,,,UO_0000065,0,CHEMBL5260401,organism-based format,Erythrocyte,CHEMBL5257137,1,Scientific Literature,ACS Med Chem Lett,,Antiplasmodial activity against chloroquine-sensitive Plasmodium falciparum 3D7 infected in human erythrocyte assessed as inhibition of parasite proliferation in thiamine free medium by SYBR-Safe assay,3D7,5.52,inactive,5.446667,chloroquine sensitive,CQS,5.0-6.0,3,7375,3D7
29731,CHEMBL205338,FR-900098,,197.13,0.0,-0.21,"FR-900098, 5",CC(=O)N(O)CCCP(=O)(O)O,IC50,'=',430.0,nM,6.37,,,UO_0000065,0,CHEMBL922680,organism-based format,,CHEMBL1143891,1,Scientific Literature,Bioorg Med Chem,,Antimalarial activity against Plasmodium falciparum 3D7 in infected human erythrocytes after 48 hrs,3D7,6.37,active,6.554,,,6.0-7.5,12,7375,3D7
29732,CHEMBL317364,,,277.8,0.0,3.64,6,CCN(CC)CCNc1ccnc2cc(Cl)ccc12,IC50,'=',49.0,nM,7.31,,,UO_0000065,0,CHEMBL957287,organism-based format,,CHEMBL1150767,1,Scientific Literature,J Med Chem,,Antimalarial activity against chloroquine-resistant Plasmodium falciparum K1 by [3H]hypoxanthine uptake,K1,7.31,active,7.31,chloroquine resistant,CQR,6.0-7.5,13,5948,K1
